ClassName,ClassSource,Level,ProficiencyBonus,SpellSlots,ClassSpecific
Monk,XPHB,7,3,[],"{""Martial Arts"": {""type"": ""dice"", ""toRoll"": [{""number"": 1, ""faces"": 8}], ""rollable"": true}, ""Focus Points"": 7, ""Unarmored Movement"": {""type"": ""bonusSpeed"", ""value"": 15}}"
Monk,XPHB,8,3,[],"{""Martial Arts"": {""type"": ""dice"", ""toRoll"": [{""number"": 1, ""faces"": 8}], ""rollable"": true}, ""Focus Points"": 8, ""Unarmored Movement"": {""type"": ""bonusSpeed"", ""value"": 15}}"
Monk,XPHB,9,4,[],"{""Martial Arts"": {""type"": ""dice"", ""toRoll"": [{""number"": 1, ""faces"": 8}], ""rollable"": true}, ""Focus Points"": 9, ""Unarmored Movement"": {""type"": ""bonusSpeed"", ""value"": 15}}"
Monk,XPHB,10,4,[],"{""Martial Arts"": {""type"": ""dice"", ""toRoll"": [{""number"": 1, ""faces"": 8}], ""rollable"": true}, ""Focus Points"": 10, ""Unarmored Movement"": {""type"": ""bonusSpeed"", ""value"": 20}}"
Monk,XPHB,11,4,[],"{""Martial Arts"": {""type"": ""dice"", ""toRoll"": [{""number"": 1, ""faces"": 10}], ""rollable"": true}, ""Focus Points"": 11, ""Unarmored Movement"": {""type"": ""bonusSpeed"", ""value"": 20}}"
Monk,XPHB,12,4,[],"{""Martial Arts"": {""type"": ""dice"", ""toRoll"": [{""number"": 1, ""faces"": 10}], ""rollable"": true}, ""Focus Points"": 12, ""Unarmored Movement"": {""type"": ""bonusSpeed"", ""value"": 20}}"
Monk,XPHB,13,5,[],"{""Martial Arts"": {""type"": ""dice"", ""toRoll"": [{""number"": 1, ""faces"": 10}], ""rollable"": true}, ""Focus Points"": 13, ""Unarmored Movement"": {""type"": ""bonusSpeed"", ""value"": 20}}"
Monk,XPHB,14,5,[],"{""Martial Arts"": {""type"": ""dice"", ""toRoll"": [{""number"": 1, ""faces"": 10}], ""rollable"": true}, ""Focus Points"": 14, ""Unarmored Movement"": {""type"": ""bonusSpeed"", ""value"": 25}}"
Monk,XPHB,15,5,[],"{""Martial Arts"": {""type"": ""dice"", ""toRoll"": [{""number"": 1, ""faces"": 10}], ""rollable"": true}, ""Focus Points"": 15, ""Unarmored Movement"": {""type"": ""bonusSpeed"", ""value"": 25}}"
Monk,XPHB,16,5,[],"{""Martial Arts"": {""type"": ""dice"", ""toRoll"": [{""number"": 1, ""faces"": 10}], ""rollable"": true}, ""Focus Points"": 16, ""Unarmored Movement"": {""type"": ""bonusSpeed"", ""value"": 25}}"
Monk,XPHB,17,6,[],"{""Martial Arts"": {""type"": ""dice"", ""toRoll"": [{""number"": 1, ""faces"": 12}], ""rollable"": true}, ""Focus Points"": 17, ""Unarmored Movement"": {""type"": ""bonusSpeed"", ""value"": 25}}"
Monk,XPHB,18,6,[],"{""Martial Arts"": {""type"": ""dice"", ""toRoll"": [{""number"": 1, ""faces"": 12}], ""rollable"": true}, ""Focus Points"": 18, ""Unarmored Movement"": {""type"": ""bonusSpeed"", ""value"": 30}}"
Monk,XPHB,19,6,[],"{""Martial Arts"": {""type"": ""dice"", ""toRoll"": [{""number"": 1, ""faces"": 12}], ""rollable"": true}, ""Focus Points"": 19, ""Unarmored Movement"": {""type"": ""bonusSpeed"", ""value"": 30}}"
Monk,XPHB,20,6,[],"{""Martial Arts"": {""type"": ""dice"", ""toRoll"": [{""number"": 1, ""faces"": 12}], ""rollable"": true}, ""Focus Points"": 20, ""Unarmored Movement"": {""type"": ""bonusSpeed"", ""value"": 30}}"
Rogue,XPHB,1,2,[],"{""Sneak Attack"": {""type"": ""dice"", ""toRoll"": [{""number"": 1, ""faces"": 6}], ""rollable"": true}}"
Rogue,XPHB,2,2,[],"{""Sneak Attack"": {""type"": ""dice"", ""toRoll"": [{""number"": 1, ""faces"": 6}], ""rollable"": true}}"
Rogue,XPHB,3,2,[],"{""Sneak Attack"": {""type"": ""dice"", ""toRoll"": [{""number"": 2, ""faces"": 6}], ""rollable"": true}}"
Rogue,XPHB,4,2,[],"{""Sneak Attack"": {""type"": ""dice"", ""toRoll"": [{""number"": 2, ""faces"": 6}], ""rollable"": true}}"
Rogue,XPHB,5,3,[],"{""Sneak Attack"": {""type"": ""dice"", ""toRoll"": [{""number"": 3, ""faces"": 6}], ""rollable"": true}}"
Rogue,XPHB,6,3,[],"{""Sneak Attack"": {""type"": ""dice"", ""toRoll"": [{""number"": 3, ""faces"": 6}], ""rollable"": true}}"
Rogue,XPHB,7,3,[],"{""Sneak Attack"": {""type"": ""dice"", ""toRoll"": [{""number"": 4, ""faces"": 6}], ""rollable"": true}}"
Rogue,XPHB,8,3,[],"{""Sneak Attack"": {""type"": ""dice"", ""toRoll"": [{""number"": 4, ""faces"": 6}], ""rollable"": true}}"
Rogue,XPHB,9,4,[],"{""Sneak Attack"": {""type"": ""dice"", ""toRoll"": [{""number"": 5, ""faces"": 6}], ""rollable"": true}}"
Rogue,XPHB,10,4,[],"{""Sneak Attack"": {""type"": ""dice"", ""toRoll"": [{""number"": 5, ""faces"": 6}], ""rollable"": true}}"
Rogue,XPHB,11,4,[],"{""Sneak Attack"": {""type"": ""dice"", ""toRoll"": [{""number"": 6, ""faces"": 6}], ""rollable"": true}}"
Rogue,XPHB,12,4,[],"{""Sneak Attack"": {""type"": ""dice"", ""toRoll"": [{""number"": 6, ""faces"": 6}], ""rollable"": true}}"
Rogue,XPHB,13,5,[],"{""Sneak Attack"": {""type"": ""dice"", ""toRoll"": [{""number"": 7, ""faces"": 6}], ""rollable"": true}}"
Rogue,XPHB,14,5,[],"{""Sneak Attack"": {""type"": ""dice"", ""toRoll"": [{""number"": 7, ""faces"": 6}], ""rollable"": true}}"
Rogue,XPHB,15,5,[],"{""Sneak Attack"": {""type"": ""dice"", ""toRoll"": [{""number"": 8, ""faces"": 6}], ""rollable"": true}}"
Rogue,XPHB,16,5,[],"{""Sneak Attack"": {""type"": ""dice"", ""toRoll"": [{""number"": 8, ""faces"": 6}], ""rollable"": true}}"
Rogue,XPHB,17,6,[],"{""Sneak Attack"": {""type"": ""dice"", ""toRoll"": [{""number"": 9, ""faces"": 6}], ""rollable"": true}}"
Rogue,XPHB,18,6,[],"{""Sneak Attack"": {""type"": ""dice"", ""toRoll"": [{""number"": 9, ""faces"": 6}], ""rollable"": true}}"
Rogue,XPHB,19,6,[],"{""Sneak Attack"": {""type"": ""dice"", ""toRoll"": [{""number"": 10, ""faces"": 6}], ""rollable"": true}}"
Rogue,XPHB,20,6,[],"{""Sneak Attack"": {""type"": ""dice"", ""toRoll"": [{""number"": 10, ""faces"": 6}], ""rollable"": true}}"
Ranger,XPHB,1,2,"[2, 0, 0, 0, 0]","{""Favored Enemy"": 2, ""{@filter Prepared Spells|spells|level=!0|class=Ranger}"": 2}"
Ranger,XPHB,2,2,"[2, 0, 0, 0, 0]","{""Favored Enemy"": 2, ""{@filter Prepared Spells|spells|level=!0|class=Ranger}"": 3}"
Ranger,XPHB,3,2,"[3, 0, 0, 0, 0]","{""Favored Enemy"": 2, ""{@filter Prepared Spells|spells|level=!0|class=Ranger}"": 4}"
Ranger,XPHB,4,2,"[3, 0, 0, 0, 0]","{""Favored Enemy"": 2, ""{@filter Prepared Spells|spells|level=!0|class=Ranger}"": 5}"
Ranger,XPHB,5,3,"[4, 2, 0, 0, 0]","{""Favored Enemy"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Ranger}"": 6}"
Ranger,XPHB,6,3,"[4, 2, 0, 0, 0]","{""Favored Enemy"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Ranger}"": 6}"
Ranger,XPHB,7,3,"[4, 3, 0, 0, 0]","{""Favored Enemy"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Ranger}"": 7}"
Ranger,XPHB,8,3,"[4, 3, 0, 0, 0]","{""Favored Enemy"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Ranger}"": 7}"
Ranger,XPHB,9,4,"[4, 3, 2, 0, 0]","{""Favored Enemy"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Ranger}"": 9}"
Ranger,XPHB,10,4,"[4, 3, 2, 0, 0]","{""Favored Enemy"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Ranger}"": 9}"
Ranger,XPHB,11,4,"[4, 3, 3, 0, 0]","{""Favored Enemy"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Ranger}"": 10}"
Ranger,XPHB,12,4,"[4, 3, 3, 0, 0]","{""Favored Enemy"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Ranger}"": 10}"
Ranger,XPHB,13,5,"[4, 3, 3, 1, 0]","{""Favored Enemy"": 5, ""{@filter Prepared Spells|spells|level=!0|class=Ranger}"": 11}"
Ranger,XPHB,14,5,"[4, 3, 3, 1, 0]","{""Favored Enemy"": 5, ""{@filter Prepared Spells|spells|level=!0|class=Ranger}"": 11}"
Ranger,XPHB,15,5,"[4, 3, 3, 2, 0]","{""Favored Enemy"": 5, ""{@filter Prepared Spells|spells|level=!0|class=Ranger}"": 12}"
Ranger,XPHB,16,5,"[4, 3, 3, 2, 0]","{""Favored Enemy"": 5, ""{@filter Prepared Spells|spells|level=!0|class=Ranger}"": 12}"
Ranger,XPHB,17,6,"[4, 3, 3, 3, 1]","{""Favored Enemy"": 6, ""{@filter Prepared Spells|spells|level=!0|class=Ranger}"": 14}"
Ranger,XPHB,18,6,"[4, 3, 3, 3, 1]","{""Favored Enemy"": 6, ""{@filter Prepared Spells|spells|level=!0|class=Ranger}"": 14}"
Ranger,XPHB,19,6,"[4, 3, 3, 3, 2]","{""Favored Enemy"": 6, ""{@filter Prepared Spells|spells|level=!0|class=Ranger}"": 15}"
Ranger,XPHB,20,6,"[4, 3, 3, 3, 2]","{""Favored Enemy"": 6, ""{@filter Prepared Spells|spells|level=!0|class=Ranger}"": 15}"
Warlock,XPHB,1,2,[],"{""{@filter Invocations|optionalfeatures|feature type=ei}"": 1, ""{@filter Cantrips|spells|level=0|class=Warlock}"": 2, ""{@filter Prepared Spells|spells|level=!0|class=Warlock}"": 2, ""Spell Slots"": 1, ""Slot Level"": 1}"
Warlock,XPHB,2,2,[],"{""{@filter Invocations|optionalfeatures|feature type=ei}"": 3, ""{@filter Cantrips|spells|level=0|class=Warlock}"": 2, ""{@filter Prepared Spells|spells|level=!0|class=Warlock}"": 3, ""Spell Slots"": 2, ""Slot Level"": 1}"
Warlock,XPHB,3,2,[],"{""{@filter Invocations|optionalfeatures|feature type=ei}"": 3, ""{@filter Cantrips|spells|level=0|class=Warlock}"": 2, ""{@filter Prepared Spells|spells|level=!0|class=Warlock}"": 4, ""Spell Slots"": 2, ""Slot Level"": 2}"
Warlock,XPHB,4,2,[],"{""{@filter Invocations|optionalfeatures|feature type=ei}"": 3, ""{@filter Cantrips|spells|level=0|class=Warlock}"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Warlock}"": 5, ""Spell Slots"": 2, ""Slot Level"": 2}"
Warlock,XPHB,5,3,[],"{""{@filter Invocations|optionalfeatures|feature type=ei}"": 5, ""{@filter Cantrips|spells|level=0|class=Warlock}"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Warlock}"": 6, ""Spell Slots"": 2, ""Slot Level"": 3}"
Warlock,XPHB,6,3,[],"{""{@filter Invocations|optionalfeatures|feature type=ei}"": 5, ""{@filter Cantrips|spells|level=0|class=Warlock}"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Warlock}"": 7, ""Spell Slots"": 2, ""Slot Level"": 3}"
Warlock,XPHB,7,3,[],"{""{@filter Invocations|optionalfeatures|feature type=ei}"": 6, ""{@filter Cantrips|spells|level=0|class=Warlock}"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Warlock}"": 8, ""Spell Slots"": 2, ""Slot Level"": 4}"
Warlock,XPHB,8,3,[],"{""{@filter Invocations|optionalfeatures|feature type=ei}"": 6, ""{@filter Cantrips|spells|level=0|class=Warlock}"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Warlock}"": 9, ""Spell Slots"": 2, ""Slot Level"": 4}"
Warlock,XPHB,9,4,[],"{""{@filter Invocations|optionalfeatures|feature type=ei}"": 7, ""{@filter Cantrips|spells|level=0|class=Warlock}"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Warlock}"": 10, ""Spell Slots"": 2, ""Slot Level"": 5}"
Warlock,XPHB,10,4,[],"{""{@filter Invocations|optionalfeatures|feature type=ei}"": 7, ""{@filter Cantrips|spells|level=0|class=Warlock}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Warlock}"": 10, ""Spell Slots"": 2, ""Slot Level"": 5}"
Warlock,XPHB,11,4,[],"{""{@filter Invocations|optionalfeatures|feature type=ei}"": 7, ""{@filter Cantrips|spells|level=0|class=Warlock}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Warlock}"": 11, ""Spell Slots"": 3, ""Slot Level"": 5}"
Warlock,XPHB,12,4,[],"{""{@filter Invocations|optionalfeatures|feature type=ei}"": 8, ""{@filter Cantrips|spells|level=0|class=Warlock}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Warlock}"": 11, ""Spell Slots"": 3, ""Slot Level"": 5}"
Warlock,XPHB,13,5,[],"{""{@filter Invocations|optionalfeatures|feature type=ei}"": 8, ""{@filter Cantrips|spells|level=0|class=Warlock}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Warlock}"": 12, ""Spell Slots"": 3, ""Slot Level"": 5}"
Warlock,XPHB,14,5,[],"{""{@filter Invocations|optionalfeatures|feature type=ei}"": 8, ""{@filter Cantrips|spells|level=0|class=Warlock}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Warlock}"": 12, ""Spell Slots"": 3, ""Slot Level"": 5}"
Warlock,XPHB,15,5,[],"{""{@filter Invocations|optionalfeatures|feature type=ei}"": 9, ""{@filter Cantrips|spells|level=0|class=Warlock}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Warlock}"": 13, ""Spell Slots"": 3, ""Slot Level"": 5}"
Warlock,XPHB,16,5,[],"{""{@filter Invocations|optionalfeatures|feature type=ei}"": 9, ""{@filter Cantrips|spells|level=0|class=Warlock}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Warlock}"": 13, ""Spell Slots"": 3, ""Slot Level"": 5}"
Warlock,XPHB,17,6,[],"{""{@filter Invocations|optionalfeatures|feature type=ei}"": 9, ""{@filter Cantrips|spells|level=0|class=Warlock}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Warlock}"": 14, ""Spell Slots"": 4, ""Slot Level"": 5}"
Warlock,XPHB,18,6,[],"{""{@filter Invocations|optionalfeatures|feature type=ei}"": 10, ""{@filter Cantrips|spells|level=0|class=Warlock}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Warlock}"": 14, ""Spell Slots"": 4, ""Slot Level"": 5}"
Warlock,XPHB,19,6,[],"{""{@filter Invocations|optionalfeatures|feature type=ei}"": 10, ""{@filter Cantrips|spells|level=0|class=Warlock}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Warlock}"": 15, ""Spell Slots"": 4, ""Slot Level"": 5}"
Warlock,XPHB,20,6,[],"{""{@filter Invocations|optionalfeatures|feature type=ei}"": 10, ""{@filter Cantrips|spells|level=0|class=Warlock}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Warlock}"": 15, ""Spell Slots"": 4, ""Slot Level"": 5}"
Paladin,XPHB,1,2,"[2, 0, 0, 0, 0]","{""Channel Divinity"": 0, ""{@filter Prepared Spells|spells|level=!0|class=Paladin}"": 2}"
Paladin,XPHB,2,2,"[2, 0, 0, 0, 0]","{""Channel Divinity"": 0, ""{@filter Prepared Spells|spells|level=!0|class=Paladin}"": 3}"
Paladin,XPHB,3,2,"[3, 0, 0, 0, 0]","{""Channel Divinity"": 2, ""{@filter Prepared Spells|spells|level=!0|class=Paladin}"": 4}"
Paladin,XPHB,4,2,"[3, 0, 0, 0, 0]","{""Channel Divinity"": 2, ""{@filter Prepared Spells|spells|level=!0|class=Paladin}"": 5}"
Paladin,XPHB,5,3,"[4, 2, 0, 0, 0]","{""Channel Divinity"": 2, ""{@filter Prepared Spells|spells|level=!0|class=Paladin}"": 6}"
Paladin,XPHB,6,3,"[4, 2, 0, 0, 0]","{""Channel Divinity"": 2, ""{@filter Prepared Spells|spells|level=!0|class=Paladin}"": 6}"
Paladin,XPHB,7,3,"[4, 3, 0, 0, 0]","{""Channel Divinity"": 2, ""{@filter Prepared Spells|spells|level=!0|class=Paladin}"": 7}"
Paladin,XPHB,8,3,"[4, 3, 0, 0, 0]","{""Channel Divinity"": 2, ""{@filter Prepared Spells|spells|level=!0|class=Paladin}"": 7}"
Paladin,XPHB,9,4,"[4, 3, 2, 0, 0]","{""Channel Divinity"": 2, ""{@filter Prepared Spells|spells|level=!0|class=Paladin}"": 9}"
Paladin,XPHB,10,4,"[4, 3, 2, 0, 0]","{""Channel Divinity"": 2, ""{@filter Prepared Spells|spells|level=!0|class=Paladin}"": 9}"
Paladin,XPHB,11,4,"[4, 3, 3, 0, 0]","{""Channel Divinity"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Paladin}"": 10}"
Paladin,XPHB,12,4,"[4, 3, 3, 0, 0]","{""Channel Divinity"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Paladin}"": 10}"
Paladin,XPHB,13,5,"[4, 3, 3, 1, 0]","{""Channel Divinity"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Paladin}"": 11}"
Paladin,XPHB,14,5,"[4, 3, 3, 1, 0]","{""Channel Divinity"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Paladin}"": 11}"
Paladin,XPHB,15,5,"[4, 3, 3, 2, 0]","{""Channel Divinity"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Paladin}"": 12}"
Paladin,XPHB,16,5,"[4, 3, 3, 2, 0]","{""Channel Divinity"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Paladin}"": 12}"
Paladin,XPHB,17,6,"[4, 3, 3, 3, 1]","{""Channel Divinity"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Paladin}"": 14}"
Paladin,XPHB,18,6,"[4, 3, 3, 3, 1]","{""Channel Divinity"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Paladin}"": 14}"
Paladin,XPHB,19,6,"[4, 3, 3, 3, 2]","{""Channel Divinity"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Paladin}"": 15}"
Paladin,XPHB,20,6,"[4, 3, 3, 3, 2]","{""Channel Divinity"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Paladin}"": 15}"
Druid,XPHB,1,2,"[2, 0, 0, 0, 0, 0, 0, 0, 0]","{""Wild Shape"": 0, ""{@filter Cantrips|spells|level=0|class=Druid}"": 2, ""{@filter Prepared Spells|spells|level=!0|class=Druid}"": 4}"
Druid,XPHB,2,2,"[3, 0, 0, 0, 0, 0, 0, 0, 0]","{""Wild Shape"": 2, ""{@filter Cantrips|spells|level=0|class=Druid}"": 2, ""{@filter Prepared Spells|spells|level=!0|class=Druid}"": 5}"
Druid,XPHB,3,2,"[4, 2, 0, 0, 0, 0, 0, 0, 0]","{""Wild Shape"": 2, ""{@filter Cantrips|spells|level=0|class=Druid}"": 2, ""{@filter Prepared Spells|spells|level=!0|class=Druid}"": 6}"
Druid,XPHB,4,2,"[4, 3, 0, 0, 0, 0, 0, 0, 0]","{""Wild Shape"": 2, ""{@filter Cantrips|spells|level=0|class=Druid}"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Druid}"": 7}"
Druid,XPHB,5,3,"[4, 3, 2, 0, 0, 0, 0, 0, 0]","{""Wild Shape"": 2, ""{@filter Cantrips|spells|level=0|class=Druid}"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Druid}"": 9}"
Druid,XPHB,6,3,"[4, 3, 3, 0, 0, 0, 0, 0, 0]","{""Wild Shape"": 3, ""{@filter Cantrips|spells|level=0|class=Druid}"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Druid}"": 10}"
Druid,XPHB,7,3,"[4, 3, 3, 1, 0, 0, 0, 0, 0]","{""Wild Shape"": 3, ""{@filter Cantrips|spells|level=0|class=Druid}"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Druid}"": 11}"
Druid,XPHB,8,3,"[4, 3, 3, 2, 0, 0, 0, 0, 0]","{""Wild Shape"": 3, ""{@filter Cantrips|spells|level=0|class=Druid}"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Druid}"": 12}"
Druid,XPHB,9,4,"[4, 3, 3, 3, 1, 0, 0, 0, 0]","{""Wild Shape"": 3, ""{@filter Cantrips|spells|level=0|class=Druid}"": 3, ""{@filter Prepared Spells|spells|level=!0|class=Druid}"": 14}"
Druid,XPHB,10,4,"[4, 3, 3, 3, 2, 0, 0, 0, 0]","{""Wild Shape"": 3, ""{@filter Cantrips|spells|level=0|class=Druid}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Druid}"": 15}"
Druid,XPHB,11,4,"[4, 3, 3, 3, 2, 1, 0, 0, 0]","{""Wild Shape"": 3, ""{@filter Cantrips|spells|level=0|class=Druid}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Druid}"": 16}"
Druid,XPHB,12,4,"[4, 3, 3, 3, 2, 1, 0, 0, 0]","{""Wild Shape"": 3, ""{@filter Cantrips|spells|level=0|class=Druid}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Druid}"": 16}"
Druid,XPHB,13,5,"[4, 3, 3, 3, 2, 1, 1, 0, 0]","{""Wild Shape"": 3, ""{@filter Cantrips|spells|level=0|class=Druid}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Druid}"": 17}"
Druid,XPHB,14,5,"[4, 3, 3, 3, 2, 1, 1, 0, 0]","{""Wild Shape"": 3, ""{@filter Cantrips|spells|level=0|class=Druid}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Druid}"": 17}"
Druid,XPHB,15,5,"[4, 3, 3, 3, 2, 1, 1, 1, 0]","{""Wild Shape"": 3, ""{@filter Cantrips|spells|level=0|class=Druid}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Druid}"": 18}"
Druid,XPHB,16,5,"[4, 3, 3, 3, 2, 1, 1, 1, 0]","{""Wild Shape"": 3, ""{@filter Cantrips|spells|level=0|class=Druid}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Druid}"": 18}"
Druid,XPHB,17,6,"[4, 3, 3, 3, 2, 1, 1, 1, 1]","{""Wild Shape"": 4, ""{@filter Cantrips|spells|level=0|class=Druid}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Druid}"": 19}"
Druid,XPHB,18,6,"[4, 3, 3, 3, 3, 1, 1, 1, 1]","{""Wild Shape"": 4, ""{@filter Cantrips|spells|level=0|class=Druid}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Druid}"": 20}"
Druid,XPHB,19,6,"[4, 3, 3, 3, 3, 2, 1, 1, 1]","{""Wild Shape"": 4, ""{@filter Cantrips|spells|level=0|class=Druid}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Druid}"": 21}"
Druid,XPHB,20,6,"[4, 3, 3, 3, 3, 2, 2, 1, 1]","{""Wild Shape"": 4, ""{@filter Cantrips|spells|level=0|class=Druid}"": 4, ""{@filter Prepared Spells|spells|level=!0|class=Druid}"": 22}"
