Name,Source,Type,IsBaseItem,Rarity,Weight,Value,RequiresAttunement,Description,Property,Damage,DamageType,ArmorClass
Boots of the Winterlands,XDMG,,False,uncommon,,,true,"[""These furred boots are snug and feel warm. While wearing them, you gain the following benefits."", {""type"": ""entries"", ""name"": ""Cold Resistance"", ""entries"": [""You have {@variantrule Resistance|XPHB} to Cold damage and can tolerate temperatures of 0 degrees Fahrenheit or lower without any additional protection.""]}, {""type"": ""entries"", ""name"": ""Winter Strider"", ""entries"": [""You ignore {@variantrule Difficult Terrain|XPHB} created by ice or snow.""]}]",,,,
Bowl of Commanding Water Elementals,XDMG,,False,rare,,,,"[""While this bowl is filled with water and you are within 5 feet of it, you can take a {@action Magic|XPHB} action to summon a {@creature Water Elemental|XMM}. The elemental appears in an unoccupied space as close to the bowl as possible, understands your languages, obeys your commands, and takes its turn immediately after you on your {@variantrule Initiative|XPHB} count. The elemental disappears after 1 hour, when it dies, or when you dismiss it as a {@variantrule Bonus Action|XPHB}. The bowl can't be used this way again until the next dawn."", ""The bowl is about 1 foot in diameter and half as deep. It holds about 3 gallons.""]",,,,
Bracers of Archery,XDMG,,False,uncommon,,,true,"[""While wearing these bracers, you have proficiency with the {@item Longbow|XPHB} and {@item Shortbow|XPHB}, and you gain a +2 bonus to damage rolls made with such weapons.""]",,,,
Bracers of Defense,XDMG,,False,rare,,,true,"[""While wearing these bracers, you gain a +2 bonus to {@variantrule Armor Class|XPHB} if you are wearing no armor and using no {@item Shield|XPHB}.""]",,,,
Brass Dragon Scale Mail,XDMG,MA|XPHB,False,very rare,45,,true,"[""{#itemEntry Dragon Scale Mail|XDMG}""]",,,,14
Brazier of Commanding Fire Elementals,XDMG,,False,rare,,,,"[""While you are within 5 feet of this brazier, you can take a {@action Magic|XPHB} action to summon a {@creature Fire Elemental|XMM}. The elemental appears in an unoccupied space as close to the brazier as possible, understands your languages, obeys your commands, and takes its turn immediately after you on your {@variantrule Initiative|XPHB} count. The elemental disappears after 1 hour, when it dies, or when you dismiss it as a {@variantrule Bonus Action|XPHB}. The brazier can't be used this way again until the next dawn.""]",,,,
Bread (loaf),XPHB,FD|XPHB,False,none,,2,,,,,,
Bronze Dragon Scale Mail,XDMG,MA|XPHB,False,very rare,45,,true,"[""{#itemEntry Dragon Scale Mail|XDMG}""]",,,,14
Brooch of Shielding,XDMG,,False,uncommon,,,true,"[""While wearing this brooch, you have {@variantrule Resistance|XPHB} to Force damage, and you have {@variantrule Immunity|XPHB} to damage from the {@spell Magic Missile|XPHB} spell.""]",,,,
Broom of Flying,XDMG,,False,uncommon,,,true,"[""This wooden broom functions like a mundane broom until you stand astride it and take a {@action Magic|XPHB} action to make it hover beneath you, at which time it can be ridden in the air. It has a {@variantrule Fly Speed|XPHB} of 50 feet. It can carry up to 400 pounds, but its {@variantrule Fly Speed|XPHB} becomes 30 feet while carrying over 200 pounds. The broom stops hovering when you land or when you're no longer riding it."", ""As a {@action Magic|XPHB} action, you can send the broom to travel alone to a destination within 1 mile of you if you name the location and are familiar with it. The broom comes back to you when you take a {@action Magic|XPHB} action and use a command word if the broom is still within 1 mile of you.""]",,,,
Bucket,XPHB,G|XPHB,False,none,2,5,,"[""A Bucket holds up to half a cubic foot of contents.""]",,,,
Bullseye Lantern,XPHB,G|XPHB,False,none,2,1000,,"[""A Bullseye Lantern burns Oil as fuel to cast {@variantrule Bright Light|XPHB} in a 60-foot Cone and {@variantrule Dim Light|XPHB} for an additional 60 feet.""]",,,,
Burglar's Pack,XPHB,G|XPHB,False,none,47.5,1600,,"[""A Burglar's Pack contains the following items: {@item Backpack|XPHB}, {@item Ball Bearings|XPHB}, {@item Bell|XPHB}, 10 {@item Candle|XPHB|Candles}, {@item Crowbar|XPHB}, {@item Hooded Lantern|XPHB}, 7 flasks of {@item Oil|XPHB}, 5 days of {@item Rations|XPHB}, {@item Rope|XPHB}, {@item Tinderbox|XPHB}, and {@item Waterskin|XPHB}.""]",,,,
Burnt Othur Fumes,XDMG,G|XPHB,False,none,,50000,,"[""A creature subjected to Burnt Othur Fumes must succeed on a {@dc 13} Constitution saving throw or take 10 ({@damage 3d6}) Poison damage, and it must repeat the save at the start of each of its turns. On each successive failed save, the creature takes 3 ({@damage 1d6}) Poison damage. After three successful saves, the poison ends.""]",,,,
Caltrops,XPHB,G|XPHB,False,none,2,100,,"[""As a {@action Utilize|XPHB} action, you can spread Caltrops from their bag to cover a 5-foot-square area within 5 feet of yourself. A creature that enters this area for the first time on a turn must succeed on a {@dc 15} Dexterity saving throw or take 1 Piercing damage and have its {@variantrule Speed|XPHB} reduced to 0 until the start of its next turn. It takes 10 minutes to recover the Caltrops.""]",,,,
Camel,XPHB,MNT|XPHB,False,none,,5000,,,,,,
Candle,XPHB,G|XPHB,False,none,,1,,"[""For 1 hour, a lit Candle sheds {@variantrule Bright Light|XPHB} in a 5-foot radius and {@variantrule Dim Light|XPHB} for an additional 5 feet.""]",,,,
Candle of Invocation,XDMG,,False,very rare,,,true,"[""This candle's magic is activated when the candle is lit, which requires a {@action Magic|XPHB} action. After burning for 4 hours, the candle is destroyed. You can snuff it out early for use at a later time. Deduct the time it burned in increments of 1 minute from its total burn time."", ""While lit, the candle sheds {@variantrule Dim Light|XPHB} in a 30-foot radius. While you are within that light, you have {@variantrule Advantage|XPHB} on {@variantrule D20 Test|XPHB|D20 Tests}. In addition, a Cleric or Druid in the light can cast level 1 spells they have prepared without expending spell slots."", ""Alternatively, when you light the candle for the first time, you can cast {@spell Gate|XPHB} with it. Doing so destroys the candle. The portal created by the spell links to a particular Outer Plane chosen by the DM or determined by rolling on the following table."", {""type"": ""table"", ""colStyles"": [""col-2 text-center"", ""col-10""], ""colLabels"": [""1d100"", ""Outer Plane""], ""rows"": [[""01-05"", ""{@book Abyss|XDMG|5|Abyss}""], [""06-10"", ""{@book Acheron|XDMG|5|Acheron}""], [""11-17"", ""{@book Arborea|XDMG|5|Arborea}""], [""18-25"", ""{@book Arcadia|XDMG|5|Arcadia}""], [""26-33"", ""{@book Beastlands|XDMG|5|Beastlands}""], [""34-41"", ""{@book Bytopia|XDMG|5|Bytopia}""], [""42-46"", ""{@book Carceri|XDMG|5|Carceri}""], [""47-54"", ""{@book Elysium|XDMG|5|Elysium}""], [""55-59"", ""{@book Gehenna|XDMG|5|Gehenna}""], [""60-64"", ""{@book Hades|XDMG|5|Hades}""], [""65-69"", ""{@book Limbo|XDMG|5|Limbo}""], [""70-77"", ""{@book Mechanus|XDMG|5|Mechanus}""], [""78-85"", ""{@book Mount Celestia|XDMG|5|Mount Celestia}""], [""86-90"", ""{@book Nine Hells|XDMG|5|Nine Hells}""], [""91-95"", ""{@book Pandemonium|XDMG|5|Pandemonium}""], [""96-00"", ""{@book Ysgard|XDMG|5|Ysgard}""]]}]",,,,
Canvas (1 sq. yd.),XDMG,TG|XDMG,False,none,,10,,,,,,
Cape of the Mountebank,XDMG,,False,rare,,,,"[""This cape smells faintly of brimstone. While wearing it, you can use it to cast {@spell Dimension Door|XPHB} as a {@action Magic|XPHB} action. This property can't be used again until the next dawn."", ""When you teleport with that spell, you leave behind a cloud of smoke. The space you left is {@variantrule Lightly Obscured|XPHB} by that smoke until the end of your next turn.""]",,,,
"Carpet of Flying, 3 ft. × 5 ft.",XDMG,,False,very rare,,,,"[""You can make this carpet hover and fly by taking a {@action Magic|XPHB} action and using the carpet's command word. It moves according to your directions if you are within 30 feet of it."", ""A 3 ft. × 5 ft. carpet can carry up to 200 lb. at a fly speed of 80 feet. A carpet can carry up to twice the weight shown on the table, but its {@variantrule Fly Speed|XPHB} is halved if it carries more than its normal capacity.""]",,,,
"Carpet of Flying, 4 ft. × 6 ft.",XDMG,,False,very rare,,,,"[""You can make this carpet hover and fly by taking a {@action Magic|XPHB} action and using the carpet's command word. It moves according to your directions if you are within 30 feet of it."", ""A 4 ft. × 6 ft. carpet can carry up to 400 lb. at a fly speed of 60 feet. A carpet can carry up to twice the weight shown on the table, but its {@variantrule Fly Speed|XPHB} is halved if it carries more than its normal capacity.""]",,,,
"Carpet of Flying, 5 ft. × 7 ft.",XDMG,,False,very rare,,,,"[""You can make this carpet hover and fly by taking a {@action Magic|XPHB} action and using the carpet's command word. It moves according to your directions if you are within 30 feet of it."", ""A 5 ft. × 7 ft. carpet can carry up to 600 lb. at a fly speed of 40 feet. A carpet can carry up to twice the weight shown on the table, but its {@variantrule Fly Speed|XPHB} is halved if it carries more than its normal capacity.""]",,,,
"Carpet of Flying, 6 ft. × 9 ft.",XDMG,,False,very rare,,,,"[""You can make this carpet hover and fly by taking a {@action Magic|XPHB} action and using the carpet's command word. It moves according to your directions if you are within 30 feet of it."", ""A 6 ft. × 9 ft. carpet can carry up to 800 lb. at a fly speed of 30 feet. A carpet can carry up to twice the weight shown on the table, but its {@variantrule Fly Speed|XPHB} is halved if it carries more than its normal capacity.""]",,,,
Carriage,XPHB,VEH|XPHB,False,none,600,10000,,,,,,
Carrion Crawler Mucus,XDMG,G|XPHB,False,none,,20000,,"[""A creature subjected to Carrion Crawler Mucus must succeed on a {@dc 13} Constitution saving throw or have the {@condition Poisoned|XPHB} condition for 1 minute. The creature also has the {@condition Paralyzed|XPHB} condition while {@condition Poisoned|XPHB} in this way. The creature repeats the save at the end of each of its turns, ending the effect on itself on a success.""]",,,,
Cart,XPHB,VEH|XPHB,False,none,200,1500,,,,,,
Censer of Controlling Air Elementals,XDMG,,False,rare,,,,"[""While gently swinging this censer, you can take a {@action Magic|XPHB} action to summon an {@creature Air Elemental|XMM}. The elemental appears in an unoccupied space as close to the censer as possible, understands your languages, obeys your commands, and takes its turn immediately after you on your {@variantrule Initiative|XPHB} count. The elemental disappears after 1 hour, when it dies, or when you dismiss it as a {@variantrule Bonus Action|XPHB}. The censer can't be used this way again until the next dawn.""]",,,,
Chain,XPHB,G|XPHB,False,none,10,500,,"[""As a {@action Utilize|XPHB} action, you can wrap a Chain around an unwilling creature within 5 feet of yourself that has the {@condition Grappled|XPHB}, {@condition Incapacitated|XPHB}, or {@condition Restrained|XPHB} condition if you succeed on a {@dc 13} Strength ({@skill Athletics|XPHB}) check. If the creature's legs are bound, the creature has the {@condition Restrained|XPHB} condition until it escapes. Escaping the Chain requires the creature to make a successful {@dc 18} Dexterity ({@skill Acrobatics|XPHB}) check as an action. Bursting the Chain requires a successful {@dc 20} Strength ({@skill Athletics|XPHB}) check as an action.""]",,,,
Chariot,XPHB,VEH|XPHB,False,none,100,25000,,,,,,
Cheese (wedge),XPHB,FD|XPHB,False,none,,10,,,,,,
Chest,XPHB,G|XPHB,False,none,25,500,,"[""A Chest holds up to 12 cubic feet of contents.""]",,,,
Chicken,XDMG,TG|XDMG,False,none,,2,,,,,,
Chime of Opening,XDMG,,False,rare,1,,,"[""This hollow metal tube measures about 1 foot long and weighs 1 pound. As a {@action Magic|XPHB} action, you can strike the chime to cast {@spell Knock|XPHB}. The spell's customary knocking sound is replaced by the clear, ringing tone of the chime, which is audible out to 300 feet. The chime can be used 10 times. After the tenth time, it cracks and becomes useless.""]",,,,
Cinnamon,XDMG,TG|XDMG,False,none,1,200,,,,,,
Circlet of Blasting,XDMG,,False,uncommon,,,,"[""While wearing this circlet, you can cast {@spell Scorching Ray|XPHB} with it ({@hit 5} to hit). The circlet can't cast this spell again until the next dawn.""]",,,,
Climber's Kit,XPHB,G|XPHB,False,none,12,2500,,"[""A Climber's Kit includes boot tips, gloves, pitons, and a harness. As a {@action Utilize|XPHB} action, you can use the Climber's Kit to anchor yourself; when you do, you can't fall more than 25 feet from the anchor point, and you can't move more than 25 feet from there without undoing the anchor as a {@variantrule Bonus Action|XPHB}.""]",,,,
Cloak of Arachnida,XDMG,,False,very rare,,,true,"[""This fine garment is made of black silk interwoven with faint, silvery threads. While wearing it, you gain the following benefits."", {""type"": ""entries"", ""name"": ""Poison Resistance"", ""entries"": [""You have {@variantrule Resistance|XPHB} to Poison damage.""]}, {""type"": ""entries"", ""name"": ""Spider Climb"", ""entries"": [""You have a {@variantrule Climb Speed|XPHB} equal to your {@variantrule Speed|XPHB} and can move up, down, and across vertical surfaces and along ceilings, while leaving your hands free.""]}, {""type"": ""entries"", ""name"": ""Spider Walk"", ""entries"": [""You can't be caught in webs of any sort and can move through webs as if they were {@variantrule Difficult Terrain|XPHB}.""]}, {""type"": ""entries"", ""name"": ""Web"", ""entries"": [""You can cast {@spell Web|XPHB} (save {@dc 13}). The web created by the spell fills twice its normal area. Once used, this property can't be used again until the next dawn.""]}]",,,,
Cloak of Displacement,XDMG,,False,rare,,,true,"[""While you wear this cloak, it magically projects an illusion that makes you appear to be standing in a place near your actual location, causing any creature to have {@variantrule Disadvantage|XPHB} on attack rolls against you. If you take damage, the property ceases to function until the start of your next turn. This property is suppressed while your {@variantrule Speed|XPHB} is 0.""]",,,,
Cloak of Elvenkind,XDMG,,False,uncommon,,,true,"[""While you wear this cloak, Wisdom ({@skill Perception|XPHB}) checks made to perceive you have {@variantrule Disadvantage|XPHB}, and you have {@variantrule Advantage|XPHB} on Dexterity ({@skill Stealth|XPHB}) checks.""]",,,,
Cloak of Invisibility,XDMG,,False,legendary,,,true,"[""This cloak has 3 charges and regains {@dice 1d3} expended charges daily at dawn. While wearing the cloak, you can take a {@action Magic|XPHB} action to pull its hood over your head and expend 1 charge to give yourself the {@condition Invisible|XPHB} condition for 1 hour. The effect ends early if you pull the hood down (no action required) or cease wearing the hood.""]",,,,
Cloak of Protection,XDMG,,False,uncommon,,,true,"[""You gain a +1 bonus to {@variantrule Armor Class|XPHB} and saving throws while you wear this cloak.""]",,,,
Cloak of the Bat,XDMG,,False,rare,,,true,"[""While wearing this cloak, you have {@variantrule Advantage|XPHB} on Dexterity ({@skill Stealth|XPHB}) checks. In an area of {@variantrule Dim Light|XPHB} or {@variantrule Darkness|XPHB}, you can grip the edges of the cloak and use it to gain a {@variantrule Fly Speed|XPHB} of 40 feet. If you ever fail to grip the cloak's edges while flying in this way, or if you are no longer in {@variantrule Dim Light|XPHB} or {@variantrule Darkness|XPHB}, you lose this {@variantrule Fly Speed|XPHB}."", ""While wearing the cloak in an area of {@variantrule Dim Light|XPHB} or {@variantrule Darkness|XPHB}, you can cast {@spell Polymorph|XPHB} on yourself, shape-shifting into a {@creature Bat|XMM}. While in that form, you retain your Intelligence, Wisdom, and Charisma scores. The cloak can't be used this way again until the next dawn.""]",,,,
Cloak of the Manta Ray,XDMG,,False,uncommon,,,true,"[""While wearing this cloak, you can breathe underwater, and you have a {@variantrule Swim Speed|XPHB} of 60 feet.""]",,,,
Cloves,XDMG,TG|XDMG,False,none,1,300,,,,,,
Common Wine (bottle),XPHB,FD|XPHB,False,none,,20,,,,,,
Component Pouch,XPHB,G|XPHB,False,none,2,2500,,"[""A Component Pouch is watertight and filled with compartments that hold all the free Material components of your spells.""]",,,,
Copper,XDMG,TG|XDMG,False,none,1,50,,,,,,
Copper Dragon Scale Mail,XDMG,MA|XPHB,False,very rare,45,,true,"[""{#itemEntry Dragon Scale Mail|XDMG}""]",,,,14
Costume,XPHB,G|XPHB,False,none,4,500,,"[""While wearing a Costume, you have {@variantrule Advantage|XPHB} on any ability check you make to impersonate the person or type of person it represents.""]",,,,
Cotton Cloth (1 sq. yd.),XDMG,TG|XDMG,False,none,,50,,,,,,
Cow,XDMG,TG|XDMG,False,none,,1000,,,,,,
Crossbow Bolt Case,XPHB,G|XPHB,False,none,1,100,,"[""A {@item Crossbow Bolt Case|XPHB} holds up to 20 Bolts.""]",,,,
Crowbar,XPHB,G|XPHB,False,none,5,200,,"[""Using a Crowbar gives you {@variantrule Advantage|XPHB} on Strength checks where the Crowbar's leverage can be applied.""]",,,,
Crystal Ball,XDMG,,False,very rare,3,,true,"[""The typical crystal ball, a very rare item, is about 6 inches in diameter. While touching it, you can cast the {@spell Scrying|XPHB} spell (save {@dc 17}) with it.""]",,,,
Crystal Ball of Mind Reading,XDMG,,False,legendary,3,,true,"[""While touching this crystal orb, you can cast {@spell Scrying|XPHB} (save {@dc 17}) with it. In addition, you can cast {@spell Detect Thoughts|XPHB} (save {@dc 17}) targeting creatures you can see within 30 feet of the spell's sensor. You don't need to concentrate on this {@spell Detect Thoughts|XPHB} spell to maintain it during its duration, but it ends if the {@spell Scrying|XPHB} spell ends.""]",,,,
Crystal Ball of Telepathy,XDMG,,False,legendary,3,,true,"[""While touching this crystal orb, you can cast {@spell Scrying|XPHB} (save {@dc 17}) with it. In addition, you can communicate telepathically with creatures you can see within 30 feet of the spell's sensor. You can also cast {@spell Suggestion|XPHB} (save {@dc 17}) through the sensor on one of those creatures. You don't need to concentrate on this {@spell Suggestion|XPHB} to maintain it during its duration, but it ends if {@spell Scrying|XPHB} ends. You can't cast {@spell Suggestion|XPHB} in this way again until the next dawn.""]",,,,
Crystal Ball of True Seeing,XDMG,,False,legendary,3,,true,"[""While touching this crystal orb, you can cast {@spell Scrying|XPHB} (save {@dc 17}) with it. In addition, you have {@sense Truesight|XPHB} with a range of 120 feet centered on the spell's sensor.""]",,,,
Cube of Force,XDMG,,False,rare,,,true,"[""This cube is about an inch across. Each face has a distinct marking on it. You can press one of those faces, expend the number of charges required for it, and thereby cast the spell associated with it (save {@dc 17}), as shown in the Cube of Force Faces table."", ""The cube starts with 10 charges, and it regains {@dice 1d6} expended charges daily at dawn."", {""type"": ""table"", ""caption"": ""Cube of Force Faces"", ""colStyles"": [""col-10"", ""col-2 text-center""], ""colLabels"": [""Spell"", ""Charge Cost""], ""rows"": [[""{@spell Mage Armor|XPHB}"", ""1""], [""{@spell Shield|XPHB}"", ""1""], [""{@spell Leomund's Tiny Hut|XPHB}"", ""3""], [""{@spell Mordenkainen's Private Sanctum|XPHB}"", ""4""], [""{@spell Otiluke's Resilient Sphere|XPHB}"", ""4""], [""{@spell Wall of Force|XPHB}"", ""5""]]}]",,,,
Cubic Gate,XDMG,,False,legendary,,,,"[""This cube is 3 inches across and radiates palpable magical energy. The six sides of the cube are each keyed to a different plane of existence, one of which is the Material Plane. The other sides are linked to planes determined by the DM."", ""The cube has 3 charges and regains {@dice 1d3} expended charges daily at dawn. As a {@action Magic|XPHB} action, you can expend 1 of the cube's charges to cast one of the following spells using the cube."", {""type"": ""entries"", ""name"": ""Gate"", ""entries"": [""Pressing one side of the cube, you cast {@spell Gate|XPHB}, opening a portal to the plane of existence keyed to that side.""]}, {""type"": ""entries"", ""name"": ""Plane Shift"", ""entries"": [""Pressing one side of the cube twice, you cast {@spell Plane Shift|XPHB}, transporting the targets to the plane of existence keyed to that side.""]}]",,,,
Daern's Instant Fortress,XDMG,,False,rare,,,true,"[""As a {@action Magic|XPHB} action, you can place this 1-inch adamantine statuette on the ground and, using a command word, cause it to grow rapidly into a square adamantine tower. Repeating the command word causes the tower to revert to statuette form, which works only if the tower is empty. Each creature in the area where the tower appears is pushed to an unoccupied space outside but next to the tower. Objects in the area that aren't being worn or carried are also pushed clear of the tower."", ""The tower is 20 feet on a side and 30 feet high, with arrow slits on all sides and a battlement atop it. Its interior is divided into two floors, with a ladder, staircase, or ramp (your choice) connecting them. This ladder, staircase, or ramp ends at a trapdoor leading to the roof. When created, the tower has a single door at ground level on the side facing you. The door opens only at your command, which you can issue as a {@variantrule Bonus Action|XPHB}. It is immune to the {@spell Knock|XPHB} spell and similar magic."", ""{@action Magic|XPHB} prevents the tower from being tipped over. The roof, the door, and the walls each have AC 20; HP 100; {@variantrule Immunity|XPHB} to Bludgeoning, Piercing, and Slashing damage except that which is dealt by siege equipment; and {@variantrule Resistance|XPHB} to all other damage. Shrinking the tower back down to statuette form doesn't repair damage to the tower. Only a {@spell Wish|XPHB} spell can repair the tower (this use of the spell counts as replicating a spell of level 8 or lower). Each casting of Wish causes the tower to regain all its {@variantrule Hit Points|XPHB}.""]",,,,
Dagger of Venom,XDMG,M|XPHB,False,rare,1,,,"[""You gain a +1 bonus to attack rolls and damage rolls made with this magic weapon."", ""You can take a {@variantrule Bonus Action|XPHB} to magically coat the blade with poison. The poison remains for 1 minute or until an attack using this weapon hits a creature. That creature must succeed on a {@dc 15} Constitution saving throw or take {@damage 2d10} Poison damage and have the {@condition Poisoned|XPHB} condition for 1 minute. The weapon can't be used this way again until the next dawn.""]","[""F|XPHB"", ""L|XPHB"", ""T|XPHB""]",1d4,P,
Decanter of Endless Water,XDMG,,False,uncommon,2,,,"[""This stoppered flask sloshes when shaken, as if it contains water. The decanter weighs 2 pounds."", ""You can take a {@action Magic|XPHB} action to remove the stopper and issue one of three command words, whereupon an amount of fresh water or salt water (your choice) pours out of the flask. The water stops pouring out at the start of your next turn. Choose from the following command words:"", {""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""type"": ""item"", ""name"": ""Splash"", ""entries"": [""The decanter produces 1 gallon of water.""]}, {""type"": ""item"", ""name"": ""Fountain"", ""entries"": [""The decanter produces 5 gallons of water.""]}, {""type"": ""item"", ""name"": ""Geyser"", ""entries"": [""The decanter produces 30 gallons of water that gushes forth in a {@variantrule Line [Area of Effect]|XPHB|Line} 30 feet long and 1 foot wide. If you're holding the decanter, you can aim the geyser in one direction (no action required). One creature of your choice in the {@variantrule Line [Area of Effect]|XPHB|Line} must succeed on a {@dc 13} Strength saving throw or take {@damage 1d4} Bludgeoning damage and have the {@condition Prone|XPHB} condition. Instead of a creature, you can target one object in the {@variantrule Line [Area of Effect]|XPHB|Line} that isn't being worn or carried and that weighs no more than 200 pounds. The object is knocked over by the geyser.""]}]}]",,,,
Deck of Illusions,XDMG,,False,uncommon,,,,"[""This box contains a set of cards. A full deck has 34 cards: 32 depicting specific creatures and two with a mirrored surface. A deck found as treasure is usually missing {@dice 1d20 - 1} cards."", ""The magic of the deck functions only if its cards are drawn at random. You can take a {@action Magic|XPHB} action to draw a card at random from the deck and throw it to the ground at a point within 30 feet of yourself. An illusion of a creature, determined by rolling on the Deck of Illusions table, forms over the thrown card and remains until dispelled. The illusory creature created by the card looks and behaves like a real creature of its kind, except that it can do no harm. While you are within 120 feet of the illusory creature and can see it, you can take a {@action Magic|XPHB} action to move it anywhere within 30 feet of its card."", ""Any physical interaction with the illusory creature reveals it to be false, because objects pass through it. A creature that takes a {@action Study|XPHB} action to visually inspect the illusory creature identifies it as an illusion with a successful {@dc 15} Intelligence ({@skill Investigation|XPHB}) check. The illusion lasts until its card is moved or the illusion is dispelled (using a {@spell Dispel Magic|XPHB} spell or a similar effect). When the illusion ends, the image on its card disappears, and that card can't be used again."", {""type"": ""table"", ""caption"": ""Deck of Illusions"", ""colStyles"": [""col-2 text-center"", ""col-10""], ""colLabels"": [""1d100"", ""Illusion""], ""rows"": [[""01-03"", ""{@creature Adult Red Dragon|XMM}""], [""04-06"", ""{@creature Archmage|XMM}""], [""07-09"", ""{@creature Assassin|XMM}""], [""10-12"", ""{@creature Bandit Captain|XMM}""], [""13-15"", ""{@creature Beholder|XMM}""], [""16-18"", ""{@creature Berserker|XMM}""], [""19-21"", ""{@creature Bugbear Warrior|XMM}""], [""22-24"", ""{@creature Cloud Giant|XMM}""], [""25-27"", ""{@creature Druid|XMM}""], [""28-30"", ""{@creature Erinyes|XMM}""], [""31-33"", ""{@creature Ettin|XMM}""], [""34-36"", ""{@creature Fire Giant|XMM}""], [""37-39"", ""{@creature Frost Giant|XMM}""], [""40-42"", ""{@creature Gnoll Warrior|XMM}""], [""43-45"", ""{@creature Goblin Warrior|XMM}""], [""46-48"", ""{@creature Guardian Naga|XMM}""], [""49-51"", ""{@creature Hill Giant|XMM}""], [""52-54"", ""{@creature Hobgoblin Warrior|XMM}""], [""55-57"", ""{@creature Incubus|XMM}""], [""58-60"", ""{@creature Iron Golem|XMM}""], [""61-63"", ""{@creature Knight|XMM}""], [""64-66"", ""{@creature Kobold Warrior|XMM}""], [""67-69"", ""{@creature Lich|XMM}""], [""70-72"", ""{@creature Medusa|XMM}""], [""73-75"", ""{@creature Night Hag|XMM}""], [""76-78"", ""{@creature Ogre|XMM}""], [""79-81"", ""{@creature Oni|XMM}""], [""82-84"", ""{@creature Priest|XMM}""], [""85-87"", ""{@creature Succubus|XMM}""], [""88-90"", ""{@creature Troll|XMM}""], [""91-93"", ""{@creature Warrior Veteran|XMM}""], [""94-96"", ""{@creature Wyvern|XMM}""], [""97-00"", ""The card drawer""]]}]",,,,
