Name,Source,Size,Type,Alignment,AC,HP,Speed,STR,DEX,CON,INT,WIS,CHA,Save,Skill,Passive Perception,Languages,CR,Traits,Actions,Bonus Actions,Reactions,Legendary Actions,Spellcasting
Gray Ooze,MM,"[""M""]",ooze,"[""U""]",[8],"{""average"": 22, ""formula"": ""3d8 + 9""}","{""walk"": 10, ""climb"": 10}",12,6,16,1,6,2,,"{""stealth"": ""+2""}",8,,1/2,"[{""name"": ""Amorphous"", ""entries"": [""The ooze can move through a space as narrow as 1 inch wide without squeezing.""]}, {""name"": ""Corrode Metal"", ""entries"": [""Any nonmagical weapon made of metal that hits the ooze corrodes. After dealing damage, the weapon takes a permanent and cumulative −1 penalty to damage rolls. If its penalty drops to −5, the weapon is destroyed. Nonmagical ammunition made of metal that hits the ooze is destroyed after dealing damage."", ""The ooze can eat through 2-inch-thick, nonmagical metal in 1 round.""]}, {""name"": ""False Appearance"", ""entries"": [""While the ooze remains motionless, it is indistinguishable from an oily pool or wet rock.""]}]","[{""name"": ""Pseudopod"", ""entries"": [""{@atk mw} {@hit 3} to hit, reach 5 ft., one target. {@h}4 ({@damage 1d6 + 1}) bludgeoning damage plus 7 ({@damage 2d6}) acid damage, and if the target is wearing nonmagical metal armor, its armor is partly corroded and takes a permanent and cumulative −1 penalty to the AC it offers. The armor is destroyed if the penalty reduces its AC to 10.""]}]",,,,
Green Dragon Wyrmling,MM,"[""M""]",dragon,"[""L"", ""E""]","[{""ac"": 17, ""from"": [""natural armor""]}]","{""average"": 38, ""formula"": ""7d8 + 7""}","{""walk"": 30, ""fly"": 60, ""swim"": 30}",15,12,13,14,11,13,"{""dex"": ""+3"", ""con"": ""+3"", ""wis"": ""+2"", ""cha"": ""+3""}","{""perception"": ""+4"", ""stealth"": ""+3""}",14,"[""Draconic""]",2,"[{""name"": ""Amphibious"", ""entries"": [""The dragon can breathe air and water.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 4} to hit, reach 5 ft., one target. {@h}7 ({@damage 1d10 + 2}) piercing damage plus 3 ({@damage 1d6}) poison damage.""]}, {""name"": ""Poison Breath {@recharge 5}"", ""entries"": [""The dragon exhales poisonous gas in a 15-foot cone. Each creature in that area must make a {@dc 11} Constitution saving throw, taking 21 ({@damage 6d6}) poison damage on a failed save, or half as much damage on a successful one.""]}]",,,,
Green Hag,MM,"[""M""]",fey,"[""N"", ""E""]","[{""ac"": 17, ""from"": [""natural armor""]}]","{""average"": 82, ""formula"": ""11d8 + 33""}","{""walk"": 30}",18,12,16,13,14,14,,"{""arcana"": ""+3"", ""deception"": ""+4"", ""perception"": ""+4"", ""stealth"": ""+3""}",14,"[""Common"", ""Draconic"", ""Sylvan""]","{""cr"": ""3"", ""coven"": ""5""}","[{""name"": ""Amphibious"", ""entries"": [""The hag can breathe air and water.""]}, {""name"": ""Mimicry"", ""entries"": [""The hag can mimic animal sounds and humanoid voices. A creature that hears the sounds can tell they are imitations with a successful {@dc 14} Wisdom ({@skill Insight}) check.""]}]","[{""name"": ""Claws"", ""entries"": [""{@atk mw} {@hit 6} to hit, reach 5 ft., one target. {@h}13 ({@damage 2d8 + 4}) slashing damage.""]}, {""name"": ""Illusory Appearance"", ""entries"": [""The hag covers herself and anything she is wearing or carrying with a magical illusion that makes her look like another creature of her general size and humanoid shape. The illusion ends if the hag takes a bonus action to end it or if she dies."", ""The changes wrought by this effect fail to hold up to physical inspection. For example, the hag could appear to have smooth skin, but someone touching her would feel her rough flesh. Otherwise, a creature must take an action to visually inspect the illusion and succeed on a {@dc 20} Intelligence ({@skill Investigation}) check to discern that the hag is disguised.""]}, {""name"": ""Invisible Passage"", ""entries"": [""The hag magically turns {@condition invisible} until she attacks or casts a spell, or until her {@status concentration} ends (as if {@status concentration||concentrating} on a spell). While {@condition invisible}, she leaves no physical evidence of her passage, so she can be tracked only by magic. Any equipment she wears or carries is {@condition invisible} with her.""]}]",,,,"[{""name"": ""Innate Spellcasting"", ""type"": ""spellcasting"", ""headerEntries"": [""The hag's innate spellcasting ability is Charisma (spell save {@dc 12}). She can innately cast the following spells, requiring no material components:""], ""will"": [""{@spell dancing lights}"", ""{@spell minor illusion}"", ""{@spell vicious mockery}""], ""ability"": ""cha""}]"
Grick,MM,"[""M""]",monstrosity,"[""N""]","[{""ac"": 14, ""from"": [""natural armor""]}]","{""average"": 27, ""formula"": ""6d8""}","{""walk"": 30, ""climb"": 30}",14,14,11,3,14,5,,,12,,2,"[{""name"": ""Stone Camouflage"", ""entries"": [""The grick has advantage on Dexterity ({@skill Stealth}) checks made to hide in rocky terrain.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The grick makes one attack with its tentacles. If that attack hits, the grick can make one beak attack against the same target.""]}, {""name"": ""Tentacles"", ""entries"": [""{@atk mw} {@hit 4} to hit, reach 5 ft., one target. {@h}9 ({@damage 2d6 + 2}) slashing damage.""]}, {""name"": ""Beak"", ""entries"": [""{@atk mw} {@hit 4} to hit, reach 5 ft., one target. {@h}5 ({@damage 1d6 + 2}) piercing damage.""]}]",,,,
Griffon,MM,"[""L""]",monstrosity,"[""U""]",[12],"{""average"": 59, ""formula"": ""7d10 + 21""}","{""walk"": 30, ""fly"": 80}",18,15,16,2,13,8,,"{""perception"": ""+5""}",15,,2,"[{""name"": ""Keen Sight"", ""entries"": [""The griffon has advantage on Wisdom ({@skill Perception}) checks that rely on sight.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The griffon makes two attacks: one with its beak and one with its claws.""]}, {""name"": ""Beak"", ""entries"": [""{@atk mw} {@hit 6} to hit, reach 5 ft., one target. {@h}8 ({@damage 1d8 + 4}) piercing damage.""]}, {""name"": ""Claws"", ""entries"": [""{@atk mw} {@hit 6} to hit, reach 5 ft., one target. {@h}11 ({@damage 2d6 + 4}) slashing damage.""]}]",,,,
Grimlock,MM,"[""M""]","{""type"": ""humanoid"", ""tags"": [""grimlock""]}","[""N"", ""E""]",[11],"{""average"": 11, ""formula"": ""2d8 + 2""}","{""walk"": 30}",16,12,12,9,8,6,,"{""athletics"": ""+5"", ""perception"": ""+3"", ""stealth"": ""+3""}",13,"[""Undercommon""]",1/4,"[{""name"": ""Blind Senses"", ""entries"": [""The grimlock can't use its blindsight while {@condition deafened} and unable to smell.""]}, {""name"": ""Keen Hearing and Smell"", ""entries"": [""The grimlock has advantage on Wisdom ({@skill Perception}) checks that rely on hearing or smell.""]}, {""name"": ""Stone Camouflage"", ""entries"": [""The grimlock has advantage on Dexterity ({@skill Stealth}) checks made to hide in rocky terrain.""]}]","[{""name"": ""Spiked Bone Club"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}5 ({@damage 1d4 + 3}) bludgeoning damage plus 2 ({@damage 1d4}) piercing damage.""]}]",,,,
Guard,MM,"[""M""]","{""type"": ""humanoid"", ""tags"": [""any race""]}","[""A""]","[{""ac"": 16, ""from"": [""{@item chain shirt|phb}"", ""{@item shield|phb}""]}]","{""average"": 11, ""formula"": ""2d8 + 2""}","{""walk"": 30}",13,12,12,10,11,10,,"{""perception"": ""+2""}",12,"[""any one language (usually Common)""]",1/8,,"[{""name"": ""Spear"", ""entries"": [""{@atk mw,rw} {@hit 3} to hit, reach 5 ft. or range 20/60 ft., one target. {@h}4 ({@damage 1d6 + 1}) piercing damage, or 5 ({@damage 1d8 + 1}) piercing damage if used with two hands to make a melee attack.""]}]",,,,
Guardian Naga,MM,"[""L""]",monstrosity,"[""L"", ""G""]","[{""ac"": 18, ""from"": [""natural armor""]}]","{""average"": 127, ""formula"": ""15d10 + 45""}","{""walk"": 40}",19,18,16,16,19,18,"{""dex"": ""+8"", ""con"": ""+7"", ""int"": ""+7"", ""wis"": ""+8"", ""cha"": ""+8""}",,14,"[""Celestial"", ""Common""]",10,"[{""name"": ""Rejuvenation"", ""entries"": [""If it dies, the naga returns to life in {@dice 1d6} days and regains all its hit points. Only a {@spell wish} spell can prevent this trait from functioning.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 8} to hit, reach 10 ft., one creature. {@h}8 ({@damage 1d8 + 4}) piercing damage, and the target must make a {@dc 15} Constitution saving throw, taking 45 ({@damage 10d8}) poison damage on a failed save, or half as much damage on a successful one.""]}, {""name"": ""Spit Poison"", ""entries"": [""{@atk rw} {@hit 8} to hit, range 15/30 ft., one creature. {@h}The target must make a {@dc 15} Constitution saving throw, taking 45 ({@damage 10d8}) poison damage on a failed save, or half as much damage on a successful one.""]}]",,,,"[{""name"": ""Spellcasting"", ""type"": ""spellcasting"", ""headerEntries"": [""The naga is an 11th-level spellcaster. Its spellcasting ability is Wisdom (spell save {@dc 16}, {@hit 8} to hit with spell attacks), and it needs only verbal components to cast its spells. It has the following cleric spells prepared:""], ""spells"": {""0"": {""spells"": [""{@spell mending}"", ""{@spell sacred flame}"", ""{@spell thaumaturgy}""]}, ""1"": {""slots"": 4, ""spells"": [""{@spell command}"", ""{@spell cure wounds}"", ""{@spell shield of faith}""]}, ""2"": {""slots"": 3, ""spells"": [""{@spell calm emotions}"", ""{@spell hold person}""]}, ""3"": {""slots"": 3, ""spells"": [""{@spell bestow curse}"", ""{@spell clairvoyance}""]}, ""4"": {""slots"": 3, ""spells"": [""{@spell banishment}"", ""{@spell freedom of movement}""]}, ""5"": {""slots"": 2, ""spells"": [""{@spell flame strike}"", ""{@spell geas}""]}, ""6"": {""slots"": 1, ""spells"": [""{@spell true seeing}""]}}, ""ability"": ""wis""}]"
Gynosphinx,MM,"[""L""]",monstrosity,"[""L"", ""N""]","[{""ac"": 17, ""from"": [""natural armor""]}]","{""average"": 136, ""formula"": ""16d10 + 48""}","{""walk"": 40, ""fly"": 60}",18,15,16,18,18,18,,"{""arcana"": ""+12"", ""history"": ""+12"", ""perception"": ""+8"", ""religion"": ""+8""}",18,"[""Common"", ""Sphinx""]",11,"[{""name"": ""Inscrutable"", ""entries"": [""The sphinx is immune to any effect that would sense its emotions or read its thoughts, as well as any divination spell that it refuses. Wisdom ({@skill Insight}) checks made to ascertain the sphinx's intentions or sincerity have disadvantage.""]}, {""name"": ""Magic Weapons"", ""entries"": [""The sphinx's weapon attacks are magical.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The sphinx makes two claw attacks.""]}, {""name"": ""Claw"", ""entries"": [""{@atk mw} {@hit 8} to hit, reach 5 ft., one target. {@h}13 ({@damage 2d8 + 4}) slashing damage.""]}]",,,"[{""name"": ""Claw Attack"", ""entries"": [""The sphinx makes one claw attack.""]}, {""name"": ""Teleport (Costs 2 Actions)"", ""entries"": [""The sphinx magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.""]}, {""name"": ""Cast a Spell (Costs 3 Actions)"", ""entries"": [""The sphinx casts a spell from its list of prepared spells, using a spell slot as normal.""]}]","[{""name"": ""Spellcasting"", ""type"": ""spellcasting"", ""headerEntries"": [""The sphinx is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save {@dc 16}, {@hit 8} to hit with spell attacks). It requires no material components to cast its spells. The sphinx has the following wizard spells prepared:""], ""spells"": {""0"": {""spells"": [""{@spell mage hand}"", ""{@spell minor illusion}"", ""{@spell prestidigitation}""]}, ""1"": {""slots"": 4, ""spells"": [""{@spell detect magic}"", ""{@spell identify}"", ""{@spell shield}""]}, ""2"": {""slots"": 3, ""spells"": [""{@spell darkness}"", ""{@spell locate object}"", ""{@spell suggestion}""]}, ""3"": {""slots"": 3, ""spells"": [""{@spell dispel magic}"", ""{@spell remove curse}"", ""{@spell tongues}""]}, ""4"": {""slots"": 3, ""spells"": [""{@spell banishment}"", ""{@spell greater invisibility}""]}, ""5"": {""slots"": 1, ""spells"": [""{@spell legend lore}""]}}, ""ability"": ""int""}]"
Half-Red Dragon Veteran,MM,"[""M""]","{""type"": ""humanoid"", ""tags"": [""human""]}","[""A""]","[{""ac"": 18, ""from"": [""{@item plate armor|phb}""]}]","{""average"": 65, ""formula"": ""10d8 + 20""}","{""walk"": 30}",16,13,14,10,11,10,,"{""athletics"": ""+6"", ""perception"": ""+3""}",12,"[""Common"", ""Draconic""]",5,,"[{""name"": ""Multiattack"", ""entries"": [""The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack.""]}, {""name"": ""Longsword"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}7 ({@damage 1d8 + 3}) slashing damage, or 8 ({@damage 1d10 + 3}) slashing damage if used with two hands.""]}, {""name"": ""Shortsword"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}6 ({@damage 1d6 + 3}) piercing damage.""]}, {""name"": ""Heavy Crossbow"", ""entries"": [""{@atk rw} {@hit 3} to hit, range 100/400 ft., one target. {@h}6 ({@damage 1d10 + 1}) piercing damage.""]}, {""name"": ""Fire Breath {@recharge 5}"", ""entries"": [""The veteran exhales fire in a 15-foot cone. Each creature in that area must make a {@dc 15} Dexterity saving throw, taking 24 ({@damage 7d6}) fire damage on a failed save, or half as much damage on a successful one.""]}]",,,,
Harpy,MM,"[""M""]",monstrosity,"[""C"", ""E""]",[11],"{""average"": 38, ""formula"": ""7d8 + 7""}","{""walk"": 20, ""fly"": 40}",12,13,12,7,10,13,,,10,"[""Common""]",1,,"[{""name"": ""Multiattack"", ""entries"": [""The harpy makes two attacks: one with its claws and one with its club.""]}, {""name"": ""Claws"", ""entries"": [""{@atk mw} {@hit 3} to hit, reach 5 ft., one target. {@h}6 ({@damage 2d4 + 1}) slashing damage.""]}, {""name"": ""Club"", ""entries"": [""{@atk mw} {@hit 3} to hit, reach 5 ft., one target. {@h}3 ({@damage 1d4 + 1}) bludgeoning damage.""]}, {""name"": ""Luring Song"", ""entries"": [""The harpy sings a magical melody. Every humanoid and giant within 300 feet of the harpy that can hear the song must succeed on a {@dc 11} Wisdom saving throw or be {@condition charmed} until the song ends. The harpy must take a bonus action on its subsequent turns to continue singing. It can stop singing at any time. The song ends if the harpy is {@condition incapacitated}."", ""While {@condition charmed} by the harpy, a target is {@condition incapacitated} and ignores the songs of other harpies. If the {@condition charmed} target is more than 5 feet away from the harpy, the target must move on its turn toward the harpy by the most direct route. It doesn't avoid opportunity attacks, but before moving into damaging terrain, such as lava or a pit, and whenever it takes damage from a source other than the harpy, a target can repeat the saving throw. A creature can also repeat the saving throw at the end of each of its turns. If a creature's saving throw is successful, the effect ends on it."", ""A target that successfully saves is immune to this harpy's song for the next 24 hours.""]}]",,,,
Hawk,MM,"[""T""]",beast,"[""U""]",[13],"{""average"": 1, ""formula"": ""1d4 - 1""}","{""walk"": 10, ""fly"": 60}",5,16,8,2,14,6,,"{""perception"": ""+4""}",14,,0,"[{""name"": ""Keen Sight"", ""entries"": [""The hawk has advantage on Wisdom ({@skill Perception}) checks that rely on sight.""]}]","[{""name"": ""Talons"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}1 slashing damage.""]}]",,,,
Hell Hound,MM,"[""M""]",fiend,"[""L"", ""E""]","[{""ac"": 15, ""from"": [""natural armor""]}]","{""average"": 45, ""formula"": ""7d8 + 14""}","{""walk"": 50}",17,12,14,6,13,6,,"{""perception"": ""+5""}",15,"[""understands Infernal but can't speak it""]",3,"[{""name"": ""Keen Hearing and Smell"", ""entries"": [""The hound has advantage on Wisdom ({@skill Perception}) checks that rely on hearing or smell.""]}, {""name"": ""Pack Tactics"", ""entries"": [""The hound has advantage on an attack roll against a creature if at least one of the hound's allies is within 5 feet of the creature and the ally isn't {@condition incapacitated}.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}7 ({@damage 1d8 + 3}) piercing damage plus 7 ({@damage 2d6}) fire damage.""]}, {""name"": ""Fire Breath {@recharge 5}"", ""entries"": [""The hound exhales fire in a 15-foot cone. Each creature in that area must make a {@dc 12} Dexterity saving throw, taking 21 ({@damage 6d6}) fire damage on a failed save, or half as much damage on a successful one.""]}]",,,,
Hezrou,MM,"[""L""]","{""type"": ""fiend"", ""tags"": [""demon""]}","[""C"", ""E""]","[{""ac"": 16, ""from"": [""natural armor""]}]","{""average"": 136, ""formula"": ""13d10 + 65""}","{""walk"": 30}",19,17,20,5,12,13,"{""str"": ""+7"", ""con"": ""+8"", ""wis"": ""+4""}",,11,"[""Abyssal"", ""telepathy 120 ft.""]",8,"[{""name"": ""Magic Resistance"", ""entries"": [""The hezrou has advantage on saving throws against spells and other magical effects.""]}, {""name"": ""Stench"", ""entries"": [""Any creature that starts its turn within 10 feet of the hezrou must succeed on a {@dc 14} Constitution saving throw or be {@condition poisoned} until the start of its next turn. On a successful saving throw, the creature is immune to the hezrou's stench for 24 hours.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The hezrou makes three attacks: one with its bite and two with its claws.""]}, {""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 7} to hit, reach 5 ft., one target. {@h}15 ({@damage 2d10 + 4}) piercing damage.""]}, {""name"": ""Claws"", ""entries"": [""{@atk mw} {@hit 7} to hit, reach 5 ft., one target. {@h}11 ({@damage 2d6 + 4}) slashing damage.""]}]",,,,
Hill Giant,MM,"[""H""]",giant,"[""C"", ""E""]","[{""ac"": 13, ""from"": [""natural armor""]}]","{""average"": 105, ""formula"": ""10d12 + 40""}","{""walk"": 40}",21,8,19,5,9,6,,"{""perception"": ""+2""}",12,"[""Giant""]",5,,"[{""name"": ""Multiattack"", ""entries"": [""The giant makes two greatclub attacks.""]}, {""name"": ""Greatclub"", ""entries"": [""{@atk mw} {@hit 8} to hit, reach 10 ft., one target. {@h}18 ({@damage 3d8 + 5}) bludgeoning damage.""]}, {""name"": ""Rock"", ""entries"": [""{@atk rw} {@hit 8} to hit, range 60/240 ft., one target. {@h}21 ({@damage 3d10 + 5}) bludgeoning damage.""]}]",,,,
Hippogriff,MM,"[""L""]",monstrosity,"[""U""]",[11],"{""average"": 19, ""formula"": ""3d10 + 3""}","{""walk"": 40, ""fly"": 60}",17,13,13,2,12,8,,"{""perception"": ""+5""}",15,,1,"[{""name"": ""Keen Sight"", ""entries"": [""The hippogriff has advantage on Wisdom ({@skill Perception}) checks that rely on sight.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The hippogriff makes two attacks: one with its beak and one with its claws.""]}, {""name"": ""Beak"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}8 ({@damage 1d10 + 3}) piercing damage.""]}, {""name"": ""Claws"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}10 ({@damage 2d6 + 3}) slashing damage.""]}]",,,,
Hobgoblin,MM,"[""M""]","{""type"": ""humanoid"", ""tags"": [""goblinoid""]}","[""L"", ""E""]","[{""ac"": 18, ""from"": [""{@item chain mail|phb}"", ""{@item shield|phb}""]}]","{""average"": 11, ""formula"": ""2d8 + 2""}","{""walk"": 30}",13,12,12,10,10,9,,,10,"[""Common"", ""Goblin""]",1/2,"[{""name"": ""Martial Advantage"", ""entries"": [""Once per turn, the hobgoblin can deal an extra 7 ({@damage 2d6}) damage to a creature it hits with a weapon attack if that creature is within 5 feet of an ally of the hobgoblin that isn't {@condition incapacitated}.""]}]","[{""name"": ""Longsword"", ""entries"": [""{@atk mw} {@hit 3} to hit, reach 5 ft., one target. {@h}5 ({@damage 1d8 + 1}) slashing damage, or 6 ({@damage 1d10 + 1}) slashing damage if used with two hands.""]}, {""name"": ""Longbow"", ""entries"": [""{@atk rw} {@hit 3} to hit, range 150/600 ft., one target. {@h}5 ({@damage 1d8 + 1}) piercing damage.""]}]",,,,
Homunculus,MM,"[""T""]",construct,"[""N""]","[{""ac"": 13, ""from"": [""natural armor""]}]","{""average"": 5, ""formula"": ""2d4""}","{""walk"": 20, ""fly"": 40}",4,15,11,10,10,7,,,10,"[""understands the languages of its creator but can't speak""]",0,"[{""name"": ""Telepathic Bond"", ""entries"": [""While the homunculus is on the same plane of existence as its master, it can magically convey what it senses to its master, and the two can communicate telepathically.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 4} to hit, reach 5 ft., one creature. {@h}1 piercing damage, and the target must succeed on a {@dc 10} Constitution saving throw or be {@condition poisoned} for 1 minute. If the saving throw fails by 5 or more, the target is instead {@condition poisoned} for 5 ({@dice 1d10}) minutes and {@condition unconscious} while {@condition poisoned} in this way.""]}]",,,,
Horned Devil,MM,"[""L""]","{""type"": ""fiend"", ""tags"": [""devil""]}","[""L"", ""E""]","[{""ac"": 18, ""from"": [""natural armor""]}]","{""average"": 178, ""formula"": ""17d10 + 85""}","{""walk"": 20, ""fly"": 60}",22,17,21,12,16,17,"{""str"": ""+10"", ""dex"": ""+7"", ""wis"": ""+7"", ""cha"": ""+7""}",,13,"[""Infernal"", ""telepathy 120 ft.""]",11,"[{""name"": ""Devil's Sight"", ""entries"": [""Magical darkness doesn't impede the devil's darkvision.""]}, {""name"": ""Magic Resistance"", ""entries"": [""The devil has advantage on saving throws against spells and other magical effects.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The devil makes three melee attacks: two with its fork and one with its tail. It can use Hurl Flame in place of any melee attack.""]}, {""name"": ""Fork"", ""entries"": [""{@atk mw} {@hit 10} to hit, reach 10 ft., one target. {@h}15 ({@damage 2d8 + 6}) piercing damage.""]}, {""name"": ""Tail"", ""entries"": [""{@atk mw} {@hit 10} to hit, reach 10 ft., one target. {@h}10 ({@damage 1d8 + 6}) piercing damage. If the target is a creature other than an undead or a construct, it must succeed on a {@dc 17} Constitution saving throw or lose 10 ({@dice 3d6}) hit points at the start of each of its turns due to an infernal wound. Each time the devil hits the wounded target with this attack, the damage dealt by the wound increases by 10 ({@damage 3d6}). Any creature can take an action to stanch the wound with a successful {@dc 12} Wisdom ({@skill Medicine}) check. The wound also closes if the target receives magical healing.""]}, {""name"": ""Hurl Flame"", ""entries"": [""{@atk rs} {@hit 7} to hit, range 150 ft., one target. {@h}14 ({@damage 4d6}) fire damage. If the target is a flammable object that isn't being worn or carried, it also catches fire.""]}]",,,,
Hunter Shark,MM,"[""L""]",beast,"[""U""]","[{""ac"": 12, ""from"": [""natural armor""]}]","{""average"": 45, ""formula"": ""6d10 + 12""}","{""swim"": 40}",18,13,15,1,10,4,,"{""perception"": ""+2""}",12,,2,"[{""name"": ""Blood Frenzy"", ""entries"": [""The shark has advantage on melee attack rolls against any creature that doesn't have all its hit points.""]}, {""name"": ""Water Breathing"", ""entries"": [""The shark can breathe only underwater.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 6} to hit, reach 5 ft., one target. {@h}13 ({@damage 2d8 + 4}) piercing damage.""]}]",,,,
Hydra,MM,"[""H""]",monstrosity,"[""U""]","[{""ac"": 15, ""from"": [""natural armor""]}]","{""average"": 172, ""formula"": ""15d12 + 75""}","{""walk"": 30, ""swim"": 30}",20,12,20,2,10,7,,"{""perception"": ""+6""}",16,,8,"[{""name"": ""Hold Breath"", ""entries"": [""The hydra can hold its breath for 1 hour.""]}, {""name"": ""Multiple Heads"", ""entries"": [""The hydra has five heads. While it has more than one head, the hydra has advantage on saving throws against being {@condition blinded}, {@condition charmed}, {@condition deafened}, {@condition frightened}, {@condition stunned}, and knocked {@condition unconscious}."", ""Whenever the hydra takes 25 or more damage in a single turn, one of its heads dies. If all its heads die, the hydra dies."", ""At the end of its turn, it grows two heads for each of its heads that died since its last turn, unless it has taken fire damage since its last turn. The hydra regains 10 hit points for each head regrown in this way.""]}, {""name"": ""Reactive Heads"", ""entries"": [""For each head the hydra has beyond one, it gets an extra reaction that can be used only for opportunity attacks.""]}, {""name"": ""Wakeful"", ""entries"": [""While the hydra sleeps, at least one of its heads is awake.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The hydra makes as many bite attacks as it has heads.""]}, {""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 8} to hit, reach 10 ft., one target. {@h}10 ({@damage 1d10 + 5}) piercing damage.""]}]",,,,
Hyena,MM,"[""M""]",beast,"[""U""]",[11],"{""average"": 5, ""formula"": ""1d8 + 1""}","{""walk"": 50}",11,13,12,2,12,5,,"{""perception"": ""+3""}",13,,0,"[{""name"": ""Pack Tactics"", ""entries"": [""The hyena has advantage on an attack roll against a creature if at least one of the hyena's allies is within 5 feet of the creature and the ally isn't {@condition incapacitated}.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 2} to hit, reach 5 ft., one target. {@h}3 ({@damage 1d6}) piercing damage.""]}]",,,,
Ice Devil,MM,"[""L""]","{""type"": ""fiend"", ""tags"": [""devil""]}","[""L"", ""E""]","[{""ac"": 18, ""from"": [""natural armor""]}]","{""average"": 180, ""formula"": ""19d10 + 76""}","{""walk"": 40}",21,14,18,18,15,18,"{""dex"": ""+7"", ""con"": ""+9"", ""wis"": ""+7"", ""cha"": ""+9""}",,12,"[""Infernal"", ""telepathy 120 ft.""]",14,"[{""name"": ""Devil's Sight"", ""entries"": [""Magical darkness doesn't impede the devil's darkvision.""]}, {""name"": ""Magic Resistance"", ""entries"": [""The devil has advantage on saving throws against spells and other magical effects.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The devil makes three attacks: one with its bite, one with its claws, and one with its tail.""]}, {""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 10} to hit, reach 5 ft., one target. {@h}12 ({@damage 2d6 + 5}) piercing damage plus 10 ({@damage 3d6}) cold damage.""]}, {""name"": ""Claws"", ""entries"": [""{@atk mw} {@hit 10} to hit, reach 5 ft., one target. {@h}10 ({@damage 2d4 + 5}) slashing damage plus 10 ({@damage 3d6}) cold damage.""]}, {""name"": ""Tail"", ""entries"": [""{@atk mw} {@hit 10} to hit, reach 10 ft., one target. {@h}12 ({@damage 2d6 + 5}) bludgeoning damage plus 10 ({@damage 3d6}) cold damage.""]}, {""name"": ""Wall of Ice {@recharge}"", ""entries"": [""The devil magically forms an opaque wall of ice on a solid surface it can see within 60 feet of it. The wall is 1 foot thick and up to 30 feet long and 10 feet high, or it's a hemispherical dome up to 20 feet in diameter."", ""When the wall appears, each creature in its space is pushed out of it by the shortest route. The creature chooses which side of the wall to end up on, unless the creature is {@condition incapacitated}. The creature then makes a {@dc 17} Dexterity saving throw, taking 35 ({@damage 10d6}) cold damage on a failed save, or half as much damage on a successful one."", ""The wall lasts for 1 minute or until the devil is {@condition incapacitated} or dies. The wall can be damaged and breached; each 10-foot section has AC 5, 30 hit points, vulnerability to fire damage, and immunity to acid, cold, necrotic, poison, and psychic damage. If a section is destroyed, it leaves behind a sheet of frigid air in the space the wall occupied. Whenever a creature finishes moving through the frigid air on a turn, willingly or otherwise, the creature must make a {@dc 17} Constitution saving throw, taking 17 ({@damage 5d6}) cold damage on a failed save, or half as much damage on a successful one. The frigid air dissipates when the rest of the wall vanishes.""]}]",,,,
